Series15_HealthyLungBiopsy_1,Series15_HealthyLungBiopsy_2,Series15_COVID19Lung_1,Series15_COVID19Lung_2
ZNF92,175,48,0,0
LOC441242,3,10,0,0
CCT6P1,238,127,0,0
SNORA22,22,0,0,0
VKORC1L1,298,61,3,35
GUSB,843,1280,1,12
ASL,1105,966,0,1
CRCP,408,454,0,10
TPST1,384,447,0,0
LINC00174,40,68,1,0
KCTD7,479,245,0,1
RABGEF1,1478,305,0,28
GTF2IRD1P1,0,0,0,0
TMEM248,4162,2493,7,97
SBDS,8410,3689,4,131
TYW1,547,331,2,15
MIR4650-2,0,0,0,0
MIR4650-1,0,0,0,0
PMS2P4,21,33,0,0
STAG3L4,99,250,3,4
AUTS2,491,305,0,7
MIR3914-1,0,0,0,0
MIR3914-2,0,0,0,0
CALN1,0,0,0,0
TYW1B,192,55,0,0
SBDSP1,3345,1051,0,9
SPDYE7P,4,4,0,0
POM121,1588,765,0,12
NSUN5P2,0,0,0,0
LOC541473,5,14,0,0
STAG3L3,53,31,1,0
SPDYE8P,0,0,0,0
GTF2IP1,0,0,0,0
NCF1B,158,171,0,10
NSUN5,594,354,0,3
TRIM50,0,0,0,0
FKBP6,1,0,0,0
FZD9,2,2,0,0
BAZ1B,2779,1131,1,44
BCL7B,2669,1856,0,31
TBL2,1498,439,0,26
MLXIPL,18,10,0,3
VPS37D,9,13,0,0
DNAJC30,184,286,0,6
STX1A,227,65,0,0
MIR4284,0,0,0,0
ABHD11,179,200,0,7
CLDN3,197,34,0,0
CLDN4,7867,207,0,13
ELN,153,1003,0,11
LIMK1,811,191,0,12
EIF4H,11717,4422,2,78
MIR590,13,2,0,0
LAT2,530,355,0,34
RFC2,718,572,2,17
CLIP2,1129,482,2,1
GTF2IRD1,512,234,0,3
GTF2I,1784,979,0,17
NCF1,816,1012,4,28
GTF2IRD2,55,92,0,0
STAG3L2,26,35,0,0
PMS2P5,15,34,2,0
GTF2IRD2B,75,107,0,0
NCF1C,31,162,4,20
STAG3L1,3,1,0,0
TRIM73,0,0,0,0
TRIM74,0,0,0,0
NSUN5P1,264,262,0,0
POM121C,1504,493,0,4
SPDYE5,10,15,0,0
PMS2P3,102,20,0,0
HIP1,2903,1492,4,83
CCL26,12,10,0,0
CCL24,21,17,0,0
RHBDD2,1920,1924,0,11
POR,1454,1352,3,18
MIR4651,3,0,0,0
SNORA14A,3,0,0,0
TMEM120A,1219,923,3,43
STYXL1,785,249,0,30
MDH2,3756,2721,1,51
SRRM3,8,18,0,7
HSPB1,17491,8044,62,296
YWHAG,9965,4283,3,201
ZP3,174,10,0,0
DTX2,818,183,0,0
UPK3B,703,423,0,0
LOC100133091,203,35,0,0
POMZP3,301,143,0,0
DTX2P1-UPK3BP1-PMS2P11,71,37,0,0
CCDC146,215,91,1,0
FGL2,240,337,9,177
PTPN12,7420,2396,8,187
RSBN1L,284,93,0,3
TMEM60,560,224,2,62
PHTF2,256,243,0,0
MAGI2,169,165,0,8
RPL13AP17,5,74,0,0
MIR548AU,0,0,0,0
MAGI2-AS2,0,0,0,0
MAGI2-AS3,1556,1066,6,28
MIR548M,0,0,0,0
GNAI1,637,452,0,8
GNAT3,0,0,0,0
CD36,314,3413,0,33
SEMA3C,1671,135,0,3
HGF,630,168,0,10
CACNA2D1,33,51,0,9
PCLO,26,24,0,0
SEMA3E,73,49,0,2
SEMA3A,176,83,1,14
SEMA3D,31,68,0,0
GRM3,2,10,0,0
KIAA1324L,422,314,0,5
DMTF1,2194,550,1,34
TMEM243,687,477,0,0
TP53TG1,132,363,0,0
CROT,66,113,0,0
ABCB4,6,7,0,0
ABCB1,149,710,0,15
RUNDC3B,11,152,0,12
SLC25A40,118,120,0,7
DBF4,272,89,0,0
ADAM22,35,62,0,0
SRI,2839,1601,1,62
STEAP4,501,2649,35,561
ZNF804B,0,0,0,0
DPY19L2P4,0,0,0,0
STEAP1,412,131,1,69
STEAP2,707,214,3,27
GTPBP10,280,194,0,15
CLDN12,847,125,0,27
CDK14,678,349,0,16
FZD1,244,365,0,12
AKAP9,859,391,3,15
CYP51A1,1654,713,7,154
LRRD1,1,0,0,0
KRIT1,689,356,0,2
ANKIB1,799,321,6,23
GATAD1,836,591,2,22
PEX1,294,249,0,0
RBM48,451,156,2,11
FAM133B,17,4,0,6
FAM133DP,0,0,0,0
CDK6,1038,502,0,8
SAMD9,897,144,41,825
SAMD9L,1952,283,103,1492
HEPACAM2,0,5,0,0
CALCR,1,8,0,0
MIR653,0,0,0,0
MIR489,0,0,0,0
MIR4652,0,0,0,0
TFPI2,28119,321,0,26
GNGT1,2,0,0,0
GNG11,5028,5452,3,34
BET1,771,292,0,11
COL1A2,2186,8162,20,408
CASD1,376,258,3,10
SGCE,540,692,1,4
PEG10,5294,242,1,18
PPP1R9A,337,172,0,0
PON1,30,4,0,0
PON3,154,57,0,0
PON2,1409,2646,4,114
ASB4,4,12,0,0
PDK4,2065,5369,0,19
DYNC1I1,14,55,0,0
SLC25A13,1187,258,1,25
MIR591,0,0,0,0
DLX6-AS1,0,0,0,0
DLX6,0,20,0,0
DLX5,0,19,0,0
TAC1,78,40,0,0
ASNS,1145,423,0,20
OCM2,0,0,0,0
LMTK2,1119,275,1,1
BHLHA15,14,1,0,0
TECPR1,381,956,0,0
BRI3,4604,3383,21,213
BAIAP2L1,1716,674,0,2
NPTX2,5,116,0,0
TMEM130,17,197,0,0
TRRAP,1502,567,0,4
MIR3609,71,0,0,0
SMURF1,4910,1033,2,19
KPNA7,161,5,0,0
MYH16,14,0,0,0
ARPC1A,2973,2454,5,49
ARPC1B,6513,7235,1,34
PDAP1,3529,2807,5,130
BUD31,1756,587,2,30
PTCD1,0,0,0,0
CPSF4,988,781,0,8
ZNF789,147,123,0,0
ZNF394,1047,666,0,2
ZKSCAN5,444,225,0,0
FAM200A,143,62,0,0
ZNF655,3178,1083,13,96
ZSCAN25,404,189,0,3
CYP3A5,6493,127,0,0
CYP3A7,11,0,0,0
CYP3A4,4,0,0,0
CYP3A43,9,0,0,0
OR2AE1,0,0,0,0
TRIM4,1146,564,0,30
GJC3,8,3,0,0
AZGP1,721,33,0,0
AZGP1P1,0,0,0,0
ZKSCAN1,430,103,0,6
ZSCAN21,65,67,0,0
ZNF3,837,395,0,0
COPS6,1876,1757,0,44
MCM7,2750,1233,0,1
MIR25,51,11,0,0
MIR93,8,6,0,0
MIR106B,3,0,0,0
AP4M1,414,224,0,0
TAF6,363,419,0,9
CNPY4,135,159,0,0
MBLAC1,16,21,0,0
LAMTOR4,2075,2631,0,18
C7orf43,361,186,1,2
MIR4658,0,0,0,0
GAL3ST4,26,133,0,0
GPC2,20,10,0,0
STAG3,25,14,0,0
PVRIG,94,22,0,0
SPDYE3,12,24,0,0
PMS2P1,128,162,0,2
PILRB,1347,1512,0,5
PILRA,933,309,23,177
ZCWPW1,127,116,0,8
MEPCE,2561,1377,2,0
PPP1R35,475,282,0,13
C7orf61,114,12,2,0
TSC22D4,419,263,2,26
NYAP1,3,8,0,0
AGFG2,191,441,0,0
SAP25,61,62,2,0
LRCH4,481,491,1,9
FBXO24,18,13,0,0
PCOLCE-AS1,1,3,0,0
PCOLCE,332,1056,4,32
MOSPD3,108,372,1,17
TFR2,14,0,0,0
ACTL6B,0,0,0,0
GNB2,2931,3528,2,56
GIGYF1,1001,850,2,11
POP7,671,480,1,6
EPO,0,4,0,0
ZAN,0,2,0,0
EPHB4,429,2088,0,1
SLC12A9,127,319,0,17
TRIP6,1068,663,0,90
SRRT,3640,1998,1,43
UFSP1,36,18,1,0
ACHE,983,71,0,4
MUC12,44,55,0,0
MUC17,4,0,0,0
TRIM56,270,138,0,1
SERPINE1,211339,4676,109,2443
AP1S1,504,451,0,18
MIR4653,5,1,0,0
VGF,2,3,0,0
NAT16,0,0,0,0
MOGAT3,0,0,0,0
PLOD3,1403,933,8,50
ZNHIT1,1346,1868,0,27
CLDN15,126,225,0,0
FIS1,2194,3762,2,15
COL26A1,2,62,0,0
MYL10,0,0,0,0
CUX1,2462,1800,2,77
SH2B2,22,70,0,1
MIR4285,0,0,0,0
SPDYE6,12,10,0,0
LOC100289561,9,0,0,0
LOC100630923,0,0,0,0
PRKRIP1,29,22,0,0
ORAI2,587,565,0,0
ALKBH4,77,121,0,0
LRWD1,321,152,0,0
MIR5090,0,0,0,0
MIR4467,2,0,0,0
POLR2J,1073,686,0,45
POLR2J3,140,415,0,0
SPDYE2,0,0,0,0
RASA4,34,299,0,0
POLR2J2,0,5,0,0
FAM185A,50,61,0,6
FBXL13,14,18,0,0
LRRC17,21,27,0,0
ARMC10,690,451,0,6
NAPEPLD,189,148,0,8
RPL19P12,13,8,0,0
DPY19L2P2,13,11,0,0
PMPCB,1733,884,1,1
DNAJC2,1224,470,4,0
PSMC2,3180,1090,3,70
SLC26A5,8,4,0,0
RELN,55,70,1,0
ORC5,385,175,2,13
LHFPL3,2,5,0,0
LHFPL3-AS1,1,0,0,0
LHFPL3-AS2,16,26,0,0
SRPK2,1018,420,0,17
PUS7,1133,259,0,16
RINT1,621,243,5,0
EFCAB10,7,4,0,10
ATXN7L1,360,118,0,14
CDHR3,348,33,0,3
SYPL1,5701,1534,1,35
NAMPT,37674,16943,165,5206
CCDC71L,1548,1651,21,226
PIK3CG,103,17,0,2
PRKAR2B,64,609,0,22
HBP1,2707,620,0,1
COG5,784,274,0,12
GPR22,3,2,0,0
DUS4L,118,70,0,0
BCAP29,2447,942,11,98
SLC26A4-AS1,12,11,0,0
SLC26A4,68,22,0,16
CBLL1,1235,295,0,35
SLC26A3,1,2,0,0
DLD,1223,804,0,45
LAMB1,2072,5121,1,21
LAMB4,6,8,0,0
NRCAM,163,246,0,19
PNPLA8,3526,822,0,44
THAP5,397,294,0,0
DNAJB9,4737,1048,1,140
C7orf66,0,7,0,0
EIF3IP1,1,0,0,0
IMMP2L,226,207,0,0
LRRN3,24,71,0,0
DOCK4,3935,835,2,13
ZNF277,493,239,0,53
IFRD1,10102,1225,10,158
TMEM168,689,362,0,17
GPR85,26,121,0,0
PPP1R3A,0,0,0,0
FOXP2,35,87,0,0
MIR3666,0,0,0,0
MDFIC,327,552,0,2
TFEC,232,100,8,391
TES,3326,1078,0,27
CAV2,3573,3442,0,54
CAV1,9547,16446,0,185
MET,3871,386,1,34
CAPZA2,3116,2403,8,117
ST7-AS1,21,85,0,0
ST7,701,377,0,13
ST7-OT4,7,2,0,0
ST7-AS2,2,0,0,0
ST7-OT3,5,0,0,0
WNT2,449,185,0,9
ASZ1,3,0,0,0
CFTR,136,29,0,0
CTTNBP2,76,76,0,1
NAA38,1385,800,0,36
ANKRD7,1,1,0,0
KCND2,0,3,0,0
TSPAN12,267,585,0,36
ING3,571,252,0,4
CPED1,307,382,1,0
WNT16,15,8,0,0
FAM3C,1399,670,0,8
PTPRZ1,11,10,0,11
AASS,802,703,0,14
FEZF1,0,12,0,0
FEZF1-AS1,1,0,0,0
CADPS2,886,508,0,12
RNF133,9,18,0,0
RNF148,4,22,0,0
TAS2R16,0,0,0,0
SLC13A1,0,16,0,0
IQUB,20,13,0,4
NDUFA5,1208,899,2,80
ASB15,1,5,0,0
LMOD2,3,0,0,0
WASL,1774,766,0,24
HYAL4,1,0,0,0
SPAM1,0,3,0,0
TMEM229A,0,4,0,0
GPR37,69,13,0,0
POT1,416,333,0,27
GRM8,7,2,0,0
MIR592,0,0,0,0
ZNF800,662,244,0,2
GCC1,1175,375,0,3
ARF5,2157,2756,0,19
FSCN3,11,0,0,0
PAX4,0,0,0,0
SND1,6778,1725,12,95
SND1-IT1,24,4,0,6
LRRC4,128,57,0,0
MIR593,0,0,0,0
MIR129-1,0,0,0,0
LEP,18,0,0,0
MGC27345,381,218,0,0
RBM28,1192,467,0,5
PRRT4,0,0,0,0
IMPDH1,713,901,3,3
HILPDA,4508,312,16,140
METTL2B,278,92,0,1
FAM71F2,14,4,0,0
FAM71F1,2,7,0,0
CALU,10231,2127,12,193
OPN1SW,9,0,0,0
CCDC136,42,73,0,0
FLNC,3226,1980,1,11
ATP6V1F,4766,2574,13,215
KCP,15,26,0,0
IRF5,406,151,7,12
TNPO3,1538,746,0,33
TPI1P2,4,0,0,0
LOC407835,0,3,0,0
TSPAN33,189,229,0,0
SMO,49,77,0,1
AHCYL2,1349,377,0,6
STRIP2,352,15,0,0
SMKR1,14,5,0,0
NRF1,1024,420,1,7
MIR182,1,0,0,0
MIR96,0,0,0,0
MIR183,0,0,0,0
UBE2H,5614,1990,3,63
ZC3HC1,428,229,0,0
KLHDC10,1199,646,0,16
TMEM209,243,141,0,15
CPA2,1,7,0,0
CPA4,4,6,0,0
CPA5,0,0,2,0
CPA1,0,3,0,0
CEP41,149,153,0,5
MEST,745,638,2,7
MESTIT1,3,6,0,0
MIR335,0,0,0,0
COPG2,178,303,0,12
TSGA13,0,0,0,0
KLF14,1,5,0,0
MIR29A,53,2,0,0
MIR29B1,51,0,0,0
MKLN1,3467,997,6,61
PODXL,33790,4494,1,17
PLXNA4,34,29,0,1
FLJ40288,1,0,0,0
CHCHD3,1603,533,1,2
EXOC4,648,881,0,8
LRGUK,15,42,0,0
SLC35B4,322,168,0,1
AKR1B1,3595,1700,4,209
AKR1B10,0,4,0,89
AKR1B15,0,4,0,0
BPGM,2390,268,5,51
CALD1,4083,7974,9,269
AGBL3,98,35,0,0
TMEM140,1526,603,1,27
WDR91,580,480,0,0
STRA8,0,0,0,0
CNOT4,1590,314,5,39
NUP205,1641,410,1,14
SLC13A4,43,12,0,0
FAM180A,909,48,0,0
LUZP6,0,0,0,0
MTPN,0,0,0,0
CHRM2,2,0,0,0
LOC349160,0,2,0,0
MIR490,0,0,0,0
PTN,83,823,0,6
DGKI,9,29,0,0
CREB3L2,4219,1035,0,12
LOC100130880,6,0,0,0
AKR1D1,0,10,0,0
MIR4468,0,0,0,0
TRIM24,746,202,0,12
SVOPL,3,7,0,0
ATP6V0A4,2,1,0,0
TMEM213,0,13,0,0
KIAA1549,75,166,0,0
ZC3HAV1L,30,46,0,0
ZC3HAV1,2858,1483,54,733
TTC26,61,20,0,0
UBN2,784,237,0,4
LUC7L2,178,61,0,0
C7orf55-LUC7L2,0,0,0,0
LOC100129148,2,0,0,0
KLRG2,19,0,0,0
CLEC2L,0,0,0,0
HIPK2,5028,1412,0,14
TBXAS1,2096,370,0,13
PARP12,2668,933,8,160
SLC37A3,1345,367,3,23
RAB19,0,0,0,0
MKRN1,2335,1532,4,83
DENND2A,197,1369,0,0
ADCK2,188,328,0,0
NDUFB2-AS1,24,18,0,0
NDUFB2,1259,1249,2,49
BRAF,590,79,0,40
MRPS33,336,337,3,30
TMEM178B,6,51,0,0
AGK,805,375,0,30
KIAA1147,1216,602,0,9
WEE2,3,14,0,0
SSBP1,2473,1293,4,62
TAS2R3,16,0,0,0
TAS2R4,5,0,0,0
TAS2R5,11,3,0,0
PRSS37,2,2,0,0
OR9A4,0,0,0,0
CLEC5A,246,136,0,58
TAS2R38,0,0,0,0
MGAM,19,45,3,21
MOXD2P,0,0,0,0
PRSS58,0,0,0,0
MTRNR2L6,0,0,0,0
PRSS1,0,8,0,0
PRSS3P2,1,0,0,0
EPHB6,46,94,0,0
TRPV6,35,4,0,0
TRPV5,0,0,0,0
KEL,5,3,0,0
OR9A2,0,0,0,0
OR6V1,0,0,0,0
OR6W1P,0,4,0,0
PIP,11,0,0,4
TAS2R39,0,0,0,0
TAS2R40,1,0,0,0
GSTK1,1535,2447,1,43
TMEM139,116,161,0,0
CASP2,697,480,3,24
CLCN1,0,10,0,0
FAM131B,26,22,0,0
ZYX,3234,4012,12,171
EPHA1,123,26,0,0
EPHA1-AS1,10,12,0,11
TAS2R60,0,0,0,0
TAS2R41,2,0,0,0
LOC154761,133,31,0,0
OR2F2,0,0,0,0
OR2F1,1,0,0,0
OR6B1,0,0,0,0
OR2A5,2,0,0,0
OR2A25,1,0,0,0
OR2A12,0,0,0,0
OR2A2,0,0,0,0
OR2A14,1,0,0,0
CTAGE4,20,2,0,0
ARHGEF35,20,42,0,0
OR2A42,0,0,0,0
OR2A1,0,0,0,0
OR2A9P,0,0,0,0
OR2A20P,5,1,0,0
OR2A7,6,9,0,0
ARHGEF5,567,210,0,0
NOBOX,0,0,0,0
TPK1,81,171,0,13
CNTNAP2,1,25,0,0
MIR548AQ,0,0,0,0
MIR548I4,0,0,0,0
MIR548F4,0,0,0,0
MIR548F3,0,0,0,0
MIR548T,0,0,0,0
C7orf33,0,0,0,0
CUL1,4990,1389,0,7
EZH2,1074,200,0,6
PDIA4,4902,910,13,18
ZNF786,51,33,0,1
ZNF425,28,40,0,0
ZNF398,526,193,0,6
ZNF282,373,284,0,0
ZNF212,274,255,0,0
ZNF783,443,407,0,1
LOC155060,119,368,0,1
ZNF777,125,141,0,8
ZNF746,471,222,2,7
KRBA1,99,64,0,0
ZNF467,94,97,0,11
SSPO,6,22,0,0
ZNF862,329,276,0,0
ATP6V0E2-AS1,53,3,0,0
ATP6V0E2,102,273,0,3
ACTR3C,43,11,0,0
LRRC61,72,37,0,2
RARRES2,3316,5895,0,6
REPIN1,1084,385,0,12
ZNF775,37,30,0,0
LOC728743,136,92,0,0
GIMAP8,1621,2073,3,35
GIMAP7,743,809,0,3
GIMAP4,1774,1671,16,207
GIMAP6,1422,1899,0,6
GIMAP2,528,218,0,24
GIMAP1-GIMAP5,0,0,0,0
GIMAP1,526,929,0,5
GIMAP5,0,2,0,0
TMEM176B,1680,1642,26,179
TMEM176A,701,1068,8,71
KCNH2,62,45,0,0
NOS3,183,815,0,9
ATG9B,40,365,2,0
ABCB8,234,247,0,1
ASIC3,42,23,0,0
CDK5,99,184,0,5
SLC4A2,1679,831,0,18
FASTK,671,848,0,1
TMUB1,302,221,0,3
AGAP3,1778,1285,0,3
GBX1,0,0,0,0
ASB10,0,0,0,0
ABCF2,3535,1512,4,22
CHPF2,688,436,0,4
MIR671,0,0,0,0
SMARCD3,548,853,0,5
NUB1,3074,1159,3,76
WDR86,16,21,0,0
WDR86-AS1,31,31,0,0
CRYGN,1,3,0,0
MIR3907,0,0,0,0
RHEB,4907,1823,5,52
PRKAG2,1527,604,0,5
PRKAG2-AS1,43,14,0,0
GALNTL5,0,0,0,0
GALNT11,720,702,4,0
FABP5P3,3,3,0,0
XRCC2,2,4,0,0
ACTR3B,230,205,0,0
DPP6,10,19,0,0
PAXIP1,249,76,0,0
HTR5A,0,0,0,0
INSIG1,10452,2162,0,83
EN2,1,7,0,0
CNPY1,2,7,0,0
RBM33,2978,1125,0,12
SHH,32,5,0,0
LOC285889,0,14,0,0
LINC00244,0,0,0,0
RNF32,71,61,0,0
LMBR1,766,427,5,36
NOM1,647,406,0,7
MNX1,0,0,0,0
UBE3C,2575,863,2,10
DNAJB6,4922,2039,0,63
PTPRN2,133,373,6,26
MIR153-2,0,0,0,0
LOC100506585,11,75,0,0
MIR595,0,0,0,0
MIR5707,0,0,0,0
NCAPG2,88,60,0,0
ESYT2,3274,3063,4,58
WDR60,656,618,0,3
LINC00689,1,4,0,0
VIPR2,9,54,0,0
LOC389831,0,0,0,0
OR4F21,0,0,0,0
RPL23AP53,532,157,1,0
ZNF596,52,82,0,0
FBXO25,464,546,0,3
ERICH1,498,345,0,13
LOC286083,0,5,0,0
DLGAP2,8,20,0,0
CLN8,1041,234,0,9
MIR596,3,0,0,0
ARHGEF10,1647,1020,0,10
KBTBD11,182,242,0,0
MYOM2,657,218,0,0
CSMD1,6,124,0,2
LOC100287015,46,51,0,0
MCPH1,729,233,1,14
ANGPT2,2548,463,7,0
AGPAT5,1743,355,0,11
MIR4659A,0,0,0,0
MIR4659B,0,0,0,0
XKR5,0,3,0,0
DEFB1,24,156,1,12
DEFA6,0,0,0,0
DEFA4,2,38,0,0
DEFA8P,0,1,0,0
DEFA9P,0,0,0,0
DEFA10P,0,0,0,0
DEFA1,0,0,0,0
DEFA1B,0,0,0,0
DEFT1P,0,0,0,0
DEFT1P2,0,0,0,0
DEFA3,0,0,0,0
DEFA11P,0,0,0,0
DEFA5,0,0,0,0
FAM66B,2,9,0,0
USP17L4,0,0,0,0
ZNF705G,1,1,0,0
DEFB4B,0,0,0,0
DEFB103B,0,0,0,0
DEFB103A,0,0,0,0
SPAG11B,0,0,0,0
DEFB104B,0,0,0,0
DEFB104A,0,0,0,0
DEFB106A,0,0,0,0
DEFB106B,0,0,0,0
DEFB105A,0,0,0,0
DEFB105B,0,0,0,0
DEFB107B,0,0,0,0
DEFB107A,0,0,0,0
FAM90A7P,0,0,0,0
FAM90A10P,0,0,0,0
SPAG11A,0,0,0,0
DEFB4A,302,0,0,1
ZNF705B,0,0,0,0
FAM66E,0,0,0,0
USP17L8,0,0,0,0
USP17L3,0,0,0,0
MIR548I3,0,0,0,0
FAM86B3P,55,51,0,0
CLDN23,94,17,0,0
MFHAS1,813,293,0,1
ERI1,517,301,2,60
MIR4660,3,0,0,0
PPP1R3B,1954,637,1,22
LOC157273,2,2,0,0
TNKS,1479,422,1,29
MIR597,0,0,0,0
LINC00599,0,2,0,0
MIR124-1,0,0,0,0
MSRA,264,450,1,7
PRSS55,1,0,0,0
RP1L1,15,8,0,0
C8orf74,0,0,0,0
SOX7,1371,3181,9,165
PINX1,561,262,0,4
MIR1322,0,0,0,0
XKR6,21,13,0,0
MIR598,0,0,0,0
MTMR9,1202,339,2,6
SLC35G5,4,13,0,0
TDH,7,4,0,0
FAM167A,428,106,0,0
BLK,30,0,0,0
LINC00208,0,0,0,0
GATA4,1,6,0,0
NEIL2,527,534,0,0
FDFT1,3146,1328,1,41
CTSB,28497,10336,34,932
DEFB136,0,0,0,0
DEFB135,0,0,0,0
DEFB134,0,0,0,0
ZNF705D,0,0,0,0
FAM66D,2,21,0,0
LOC392196,0,0,0,0
USP17L7,0,0,0,0
USP17L2,1,0,0,0
FAM90A2P,0,0,0,0
FAM86B1,32,52,0,0
FAM66A,1,0,0,0
LOC649352,1,0,0,0
FAM90A25P,1,4,0,0
FAM86B2,1,8,0,0
LOC100506990,330,396,0,29
LOC729732,18,46,0,0
LONRF1,1110,897,0,19
MIR3926-1,0,0,0,0
MIR3926-2,0,0,0,0
LOC340357,0,0,0,0
DLC1,7209,5253,1,100
C8orf48,31,15,0,0
SGCZ,0,9,0,0
MIR383,0,0,0,0
TUSC3,584,336,3,37
MSR1,1032,905,3,143
FGF20,2,0,0,0
ZDHHC2,319,268,0,35
CNOT7,1235,784,5,82
VPS37A,1615,484,0,48
MTMR7,108,63,0,1
SLC7A2,2873,1080,2,28
PDGFRL,56,70,1,23
MTUS1,1199,2387,0,54
FGL1,0,7,0,9
PCM1,2555,1211,7,25
ASAH1,2973,2652,2,260
NAT1,65,55,0,5
NAT2,4,0,0,0
PSD3,573,170,0,6
LOC100128993,8,0,0,0
SH2D4A,788,239,0,6
CSGALNACT1,446,586,0,14
INTS10,1224,1252,0,4
LPL,1413,2326,0,44
SLC18A1,0,16,0,0
ATP6V1B2,8647,1668,28,441
LZTS1,85,865,0,0
LZTS1-AS1,2,9,0,0
GFRA2,20,34,0,0
DOK2,259,622,0,0
XPO7,1359,741,0,40
NPM2,3,28,0,0
FGF17,10,9,0,0
FAM160B2,1092,1024,0,0
NUDT18,123,148,0,0
HR,27,65,0,0
REEP4,226,288,0,2
LGI3,14,77,0,0
SFTPC,88283,40763,50,370
BMP1,678,1123,0,7
PHYHIP,20,278,0,0
MIR320A,7,7,0,0
POLR3D,1843,310,2,14
PIWIL2,31,13,0,0
SLC39A14,15396,3854,15,172
PPP3CC,3178,859,2,17
SORBS3,1412,1397,3,15
PDLIM2,1249,983,0,4
C8orf58,610,302,0,0
BIN3,1180,1139,0,14
EGR3,558,999,1,22
PEBP4,623,226,3,10
RHOBTB2,395,648,0,3
TNFRSF10B,7500,2085,0,34
LOC286059,19,7,0,0
LOC254896,8,22,0,0
TNFRSF10C,21,173,1,18
TNFRSF10D,3504,2382,0,30
TNFRSF10A,459,131,0,0
LOC389641,83,66,0,0
CHMP7,1379,883,2,22
R3HCC1,382,688,0,0
LOXL2,990,908,2,61
LOC100507156,41,7,0,0
ENTPD4,2640,702,0,27
SLC25A37,9293,866,25,234
NKX3-1,2468,245,5,79
NKX2-6,6,0,0,0
STC1,55000,3967,2,20
ADAM28,234,24,0,0
ADAMDEC1,216,9,6,3
ADAM7,0,0,0,0
NEFM,19,15,0,0
NEFL,6,0,0,0
DOCK5,521,69,0,19
GNRH1,411,56,0,0
KCTD9,1520,444,0,8
CDCA2,12,0,0,1
EBF2,16,49,0,0
PPP2R2A,4834,1002,4,200
BNIP3L,9601,3037,12,246
PNMA2,131,166,0,0
DPYSL2,3085,9887,7,93
ADRA1A,6,0,0,0
STMN4,2,7,0,0
TRIM35,365,288,1,10
PTK2B,1662,920,43,594
CHRNA2,4,0,0,0
EPHX2,72,278,0,0
CLU,7227,20091,55,347
SCARA3,294,270,0,31
MIR3622B,0,1,0,0
MIR3622A,0,0,0,0
CCDC25,651,813,0,36
ESCO2,0,2,0,0
PBK,3,18,0,0
SCARA5,37,645,0,1
MIR4287,0,0,0,0
NUGGC,6,8,0,0
ELP3,1060,475,2,1
PNOC,8,17,0,0
ZNF395,2627,1052,1,9
FBXO16,6,4,0,1
FZD3,144,95,0,10
MIR4288,0,0,0,0
EXTL3,735,786,0,7
INTS9,409,179,0,10
HMBOX1,327,74,0,0
KIF13B,745,458,0,6
DUSP4,1676,970,0,40
LINC00589,1,0,0,0
MIR3148,0,0,0,0
MIR548O2,0,0,0,0
LEPROTL1,1296,857,3,5
MBOAT4,8,12,0,0
DCTN6,1186,679,3,39
RBPMS,1997,2579,6,262
GTF2E2,1251,514,2,23
SMIM18,0,0,0,0
GSR,858,585,3,54
UBXN8,221,180,0,0
PPP2CB,4791,2601,0,93
TEX15,1,0,0,0
PURG,1,9,0,0
WRN,521,160,0,4
NRG1,630,30,0,12
NRG1-IT3,0,0,0,0
FUT10,71,58,0,0
MAK16,1232,550,0,24
TTI2,309,113,0,0
RNF122,610,3049,0,18
DUSP26,22,117,0,0
UNC5D,0,4,0,3
KCNU1,0,0,0,0
ZNF703,30,10,3,1
ERLIN2,305,373,1,8
LOC728024,14,16,0,0
BRF2,579,168,0,4
RAB11FIP1,3908,2119,0,72
GOT1L1,0,0,0,0
ADRB3,1,1,0,0
EIF4EBP1,2036,483,2,8
ASH2L,807,658,1,33
STAR,7,18,0,0
LSM1,1275,528,5,86
BAG4,368,202,0,3
DDHD2,789,611,0,2
LETM2,264,80,1,0
FGFR1,16310,1969,4,12
C8orf86,1,0,0,0
TACC1,3689,11004,1,26
PLEKHA2,1067,1278,3,89
HTRA4,35,7,0,0
TM2D2,2001,492,0,39
ADAM9,3794,958,4,41
ADAM32,84,34,0,0
ADAM5,2,0,0,0
ADAM3A,0,0,0,0
LOC100130964,0,0,0,0
ADAM18,0,0,0,0
ADAM2,0,0,0,0
IDO1,3884,274,80,1474
IDO2,67,17,3,0
ZMAT4,0,13,0,0
SFRP1,132,304,2,0
GOLGA7,2196,1006,4,103
GINS4,20,13,0,14
NKX6-3,0,0,0,0
ANK1,71,38,0,2
KAT6A,2594,1097,2,61
AP3M2,1066,416,0,8
PLAT,7039,6524,19,289
IKBKB,2881,1203,6,19
POLB,770,362,0,39
DKK4,2,0,0,0
VDAC3,1795,1311,7,103
SLC20A2,1371,539,2,13
CHRNB3,0,0,0,0
CHRNA6,1,0,0,0
THAP1,319,125,0,0
RNF170,216,237,0,0
MIR4469,1,0,0,0
HOOK3,1332,657,2,12
FNTA,3108,1214,2,65
HGSNAT,1057,1751,0,46
POTEA,0,0,0,0
LINC00293,0,0,0,0
LOC100287846,1,5,0,0
CEBPD,5503,8383,23,339
PRKDC,3043,832,9,74
MCM4,317,138,0,4
