,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
#CLASS,Control,Control,Control,Control,Control,Control,Control,Control,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected
ENSG00000197471,242,137,214,575,219,296,426,538,295,470,217,790,365,286,439,867,319
ENSG00000197472,9,12,35,24,11,0,12,41,0,6,13,22,0,15,1,20,1
ENSG00000197475,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,5,0
ENSG00000197476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197479,1,0,1,0,1,0,0,1,1,0,0,2,0,1,0,2,0
ENSG00000197483,53,23,103,140,52,51,45,75,129,88,55,84,56,63,51,171,57
ENSG00000197487,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0
ENSG00000197496,17,0,21,0,0,4,0,6,0,1,0,0,5,0,0,4,0
ENSG00000197497,17,17,27,12,30,20,38,13,23,45,21,20,15,24,38,94,16
ENSG00000197498,25,15,30,28,9,24,29,12,21,14,39,32,26,25,29,87,27
ENSG00000197506,5,0,4,5,2,0,3,5,2,0,1,0,2,3,16,4,7
ENSG00000197520,4,6,11,9,5,11,5,3,16,3,18,12,5,1,4,62,6
ENSG00000197530,466,344,595,426,359,440,518,888,308,727,435,903,383,980,1034,2016,520
ENSG00000197532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197535,23,17,21,13,13,16,53,14,32,38,43,75,40,24,47,54,36
ENSG00000197540,508,1044,523,459,407,880,1416,558,723,671,1071,935,765,1176,1901,2019,561
ENSG00000197548,140,72,277,96,100,149,216,179,239,132,130,289,185,122,214,357,164
ENSG00000197549,4,2,2,1,1,2,3,1,1,0,2,4,1,0,2,11,0
ENSG00000197550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000197555,90,70,129,120,108,125,147,133,201,156,90,379,222,138,174,448,187
ENSG00000197557,2,0,2,1,0,1,1,0,1,1,1,2,3,1,2,2,2
ENSG00000197558,3,6,2,5,4,10,6,8,11,9,2,8,6,3,12,50,9
ENSG00000197561,1073,29,1409,198,1038,38,796,5929,1816,2641,205,385,116,839,4383,4144,1111
ENSG00000197562,73,53,115,61,68,95,119,105,114,77,110,165,106,96,174,288,130
ENSG00000197563,6,13,18,7,3,3,8,4,6,4,6,12,13,3,13,11,6
ENSG00000197565,5,0,4,1,0,0,0,0,0,0,0,0,0,0,1,3,1
ENSG00000197566,11,4,11,12,1,7,8,2,7,15,11,9,12,2,11,29,4
ENSG00000197568,84,41,231,79,32,50,89,89,120,52,56,73,58,59,39,215,40
ENSG00000197575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197576,0,1,0,2,1,1,0,2,1,1,0,9,0,3,3,7,1
ENSG00000197579,66,36,93,293,28,41,79,66,232,72,55,111,103,36,95,113,100
ENSG00000197580,2,11,2,13,3,11,3,7,4,2,9,8,6,3,5,27,11
ENSG00000197582,19,13,25,0,3,0,4,5,3,2,0,4,7,0,0,2,2
ENSG00000197584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197586,129,129,211,105,85,155,254,54,129,129,203,225,232,150,264,497,129
ENSG00000197587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000197588,0,0,0,1,2,2,3,1,0,1,0,3,0,0,0,1,1
ENSG00000197591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000197594,4,0,11,0,0,0,0,0,0,0,6,1,0,0,0,2,0
ENSG00000197599,14,6,5,33,27,3,9,23,18,37,37,12,42,43,23,199,39
ENSG00000197601,65,48,81,70,29,56,94,26,106,65,76,131,153,41,201,105,140
ENSG00000197603,7,7,9,16,5,4,7,13,12,5,8,18,10,5,8,23,7
ENSG00000197608,14,11,30,21,10,18,19,5,23,7,26,60,37,8,39,40,16
ENSG00000197614,39,32,51,19,19,50,41,18,47,115,70,69,29,61,85,1266,84
ENSG00000197616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197619,9,15,19,11,18,17,20,33,15,12,16,38,49,25,47,79,31
ENSG00000197620,116,72,152,205,51,65,120,50,99,80,107,136,102,72,111,275,110
ENSG00000197622,793,798,1158,927,591,1159,1861,550,1528,1021,1157,2803,2066,1070,2254,2637,1454
ENSG00000197627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197629,407,446,446,523,283,589,645,389,605,639,634,1284,933,480,668,1056,632
ENSG00000197632,22,5,41,12,6,4,11,26,22,25,8,6,16,4,53,696,27
ENSG00000197635,49,61,47,57,22,49,111,26,63,30,60,84,97,36,85,244,40
ENSG00000197641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197646,7,1,13,1,0,1,2,0,2,2,0,6,1,0,1,5,1
ENSG00000197647,22,13,57,46,18,25,36,11,76,7,19,16,12,13,18,70,26
ENSG00000197651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197653,2,0,1,1,1,1,8,2,2,2,0,5,2,0,6,9,2
ENSG00000197658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
ENSG00000197692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197694,243,27,426,63,49,46,114,38,115,75,37,102,107,56,97,246,69
ENSG00000197696,149,65,350,26,24,24,48,40,33,39,23,39,27,67,51,91,25
ENSG00000197697,15,1,13,4,6,1,24,2,16,20,4,16,17,4,21,12,12
ENSG00000197701,8,0,3,5,1,2,0,0,9,0,2,10,0,3,6,23,1
ENSG00000197702,63,0,104,0,1,0,2,0,0,1,0,4,2,1,27,42,6
ENSG00000197705,14,6,17,5,7,12,17,7,15,5,36,7,15,8,16,48,27
ENSG00000197706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197712,58,5,143,3,6,12,3,4,5,3,4,9,5,5,5,32,6
ENSG00000197713,66,31,99,44,51,45,71,23,84,71,85,66,99,50,236,106,74
ENSG00000197714,2,2,2,4,2,4,5,3,8,3,4,5,5,3,3,5,2
ENSG00000197721,676,628,1607,3228,508,331,644,1717,2391,597,608,495,779,375,513,568,621
ENSG00000197724,59,18,81,34,16,35,57,18,40,46,39,53,78,33,75,60,65
ENSG00000197728,16379,20140,12265,17147,7912,9360,13406,17981,9369,9006,9640,7152,13593,13882,13006,43393,3616
ENSG00000197744,0,0,0,10,0,0,0,0,0,0,11,18,0,0,0,0,0
ENSG00000197745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197746,3195,1912,5406,2461,2690,2348,3879,2135,4312,3362,2286,6308,4451,2482,4038,5903,3050
ENSG00000197747,4177,2664,7899,3920,2405,3108,4692,2772,5796,3434,3016,4825,4401,4166,4321,6690,1775
ENSG00000197748,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,3,0
ENSG00000197753,5,4,13,15,9,17,18,10,23,11,11,38,29,6,23,42,21
ENSG00000197756,13103,13127,17862,4511,5445,8269,15606,6595,9311,9304,11798,10445,12550,11696,14215,25983,7397
ENSG00000197757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
ENSG00000197763,4,1,10,4,1,1,4,1,6,1,3,2,2,1,4,9,5
ENSG00000197766,875,1025,612,741,611,1081,977,415,2286,1263,1668,4208,1093,1578,1672,1791,1105
ENSG00000197768,1,0,2,3,2,0,0,0,0,0,1,1,0,1,2,1,0
ENSG00000197769,2,0,8,0,0,1,0,1,0,0,2,6,2,1,0,22,1
ENSG00000197771,171,71,271,116,56,94,149,93,145,115,90,221,170,66,193,294,173
ENSG00000197774,19,16,20,27,17,24,34,19,28,37,38,55,25,56,51,115,36
ENSG00000197776,6,7,14,8,3,6,14,15,10,7,9,20,11,4,12,32,11
ENSG00000197779,20,7,25,16,15,13,19,41,25,24,16,30,36,8,30,21,8
ENSG00000197780,66,37,80,45,14,39,70,29,56,35,45,28,42,27,69,62,49
ENSG00000197782,44,52,124,37,48,72,93,32,111,64,49,123,68,29,211,189,111
ENSG00000197785,112,29,220,53,26,30,57,30,34,24,51,56,33,69,63,240,47
ENSG00000197786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197794,0,0,23,0,0,0,24,48,29,0,13,0,14,14,48,41,22
ENSG00000197798,64,32,94,64,14,25,53,32,65,25,49,104,58,31,70,122,45
ENSG00000197808,17,12,16,13,7,15,17,30,8,22,25,23,21,8,17,56,12
ENSG00000197816,14,13,17,27,5,8,8,12,14,5,6,45,14,9,22,32,32
ENSG00000197818,49,35,61,65,42,63,106,64,81,47,63,246,82,55,119,199,112
ENSG00000197822,7,3,12,1,0,1,3,1,5,1,3,9,6,2,3,15,3
ENSG00000197826,19,5,6,6,5,7,13,7,9,5,12,4,8,18,1,57,7
ENSG00000197837,6,9,6,24,5,9,29,8,24,15,38,41,17,27,24,40,29
ENSG00000197838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197841,11,4,16,26,3,10,36,7,17,16,28,29,60,5,54,80,42
ENSG00000197847,4,5,12,14,3,6,9,14,22,8,2,12,11,6,32,21,9
ENSG00000197849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197852,61,85,76,93,86,92,205,125,141,73,84,393,151,133,201,242,99
ENSG00000197857,33,22,33,45,25,33,51,36,53,35,39,79,68,38,46,114,33
ENSG00000197858,550,204,895,491,317,292,479,477,469,457,384,461,365,431,610,1241,417
ENSG00000197859,1,5,1,2,2,4,4,2,3,3,3,1,3,3,6,9,1
ENSG00000197860,36,26,46,32,15,37,54,15,44,25,23,87,38,14,55,68,38
ENSG00000197863,17,5,13,9,14,6,12,16,15,16,35,33,20,3,39,60,15
ENSG00000197866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197870,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,16,4
ENSG00000197872,62,59,82,90,34,74,142,52,125,83,71,178,118,79,114,189,110
ENSG00000197879,278,14,459,28,22,24,27,18,46,19,26,35,33,49,25,360,49
ENSG00000197882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000197885,7,5,17,13,3,6,12,3,10,6,11,16,9,7,12,56,5
ENSG00000197887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000197889,4,0,0,8,1,6,4,3,0,19,0,14,10,3,30,18,0
ENSG00000197891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197892,31,8,88,23,7,11,20,8,11,13,20,57,27,14,34,63,29
ENSG00000197893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197894,210,78,372,79,54,62,216,24,144,60,134,96,117,115,259,260,87
ENSG00000197901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197903,688,543,908,1284,975,796,1808,1270,3988,1004,694,1755,1221,1442,1109,2311,918
ENSG00000197905,66,0,142,0,0,0,0,0,0,0,0,0,0,0,0,28,12
ENSG00000197912,57,60,80,83,54,52,87,91,88,47,110,196,87,79,213,326,48
ENSG00000197915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197921,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
ENSG00000197927,1,0,1,0,0,3,0,0,0,1,0,1,0,0,1,2,0
ENSG00000197928,10,19,39,16,7,18,30,17,12,20,37,32,52,13,42,54,17
ENSG00000197930,96,73,104,61,44,46,124,71,139,95,52,181,152,61,175,207,151
ENSG00000197933,7,4,9,4,3,7,12,2,5,3,10,7,9,4,13,14,7
ENSG00000197935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197937,26,15,19,36,9,30,46,47,33,47,19,100,83,28,89,75,45
ENSG00000197938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197943,200,206,190,183,190,268,244,178,322,283,258,598,450,298,510,504,390
ENSG00000197948,181,74,283,88,66,109,140,91,139,116,125,381,121,137,245,342,127
ENSG00000197951,8,6,24,6,5,13,15,12,10,7,17,14,14,13,17,30,9
ENSG00000197953,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000197956,8057,9120,15048,4465,9917,6191,13251,12035,18623,10487,6968,11736,10781,12918,19932,20287,6515
ENSG00000197958,20682,22769,27388,18262,10539,9575,15208,21783,20783,15199,20848,18110,21684,13122,17485,61357,10722
ENSG00000197959,12,4,16,26,7,6,5,11,10,15,4,9,16,9,8,67,11
ENSG00000197961,20,15,24,18,9,22,33,11,21,21,32,40,38,14,46,71,26
ENSG00000197965,294,169,356,143,101,226,285,270,441,131,134,517,271,150,345,399,345
ENSG00000197969,25,25,37,56,12,14,31,21,28,30,25,32,41,19,57,84,35
ENSG00000197971,302,235,282,340,216,302,492,217,422,417,328,748,633,336,593,409,592
ENSG00000197976,254,194,334,239,127,322,474,132,353,244,428,476,376,316,671,755,351
ENSG00000197977,15,0,31,0,0,0,0,0,0,0,0,0,0,0,0,27,0
ENSG00000197978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000197980,17,0,0,2,0,0,18,2,2,1,2,1,1,0,1,1,5
ENSG00000197982,244,158,425,121,115,122,207,162,193,213,174,151,197,177,247,382,129
ENSG00000197984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197992,3,8,4,15,3,1,7,7,6,3,3,15,16,3,26,6,15
ENSG00000197993,312,301,634,3983,604,214,513,1277,1342,864,348,247,492,431,444,1017,489
ENSG00000198000,74,39,75,115,44,55,133,63,69,66,145,143,125,96,166,311,105
ENSG00000198001,55,40,56,77,27,54,99,32,86,40,86,140,92,47,136,183,102
ENSG00000198003,6,5,14,3,9,6,3,23,24,6,5,11,17,15,13,75,10
ENSG00000198010,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
ENSG00000198015,78,59,243,277,60,78,151,128,192,115,79,48,114,61,170,257,88
ENSG00000198018,8,3,12,6,3,2,9,6,16,8,6,9,6,4,29,14,24
ENSG00000198019,82,68,86,43,70,100,92,55,71,55,32,191,100,94,78,112,113
ENSG00000198021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198026,71,44,121,136,68,96,141,60,156,106,116,207,112,117,193,319,119
ENSG00000198028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000198033,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198034,7291,10917,14225,5344,6521,6900,9056,4520,8743,5001,6883,9739,8137,7219,12685,31364,6009
ENSG00000198039,9,10,11,60,9,9,20,12,34,26,20,12,15,8,24,16,24
ENSG00000198040,41,19,62,29,11,23,43,25,21,20,47,60,59,18,49,96,28
ENSG00000198042,29,23,51,22,9,21,38,10,23,25,43,48,39,17,42,97,24
ENSG00000198046,6,2,8,5,6,10,15,4,8,9,8,11,17,5,14,45,8
ENSG00000198049,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198053,248,197,299,268,345,398,500,325,548,481,284,905,759,370,796,516,581
ENSG00000198054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
ENSG00000198055,969,810,1351,2082,1507,1080,1508,2616,1928,1602,1448,1502,1275,1033,1906,2416,1339
ENSG00000198056,65,25,116,80,14,26,50,24,36,19,30,62,25,24,53,118,51
ENSG00000198060,97,20,156,142,21,29,133,28,139,77,63,171,148,35,176,125,61
ENSG00000198062,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0
ENSG00000198064,19,31,40,92,26,24,43,22,40,65,35,135,63,68,75,105,46
ENSG00000198074,1,0,5,0,1,0,1,0,1,1,1,0,0,0,1,2,0
ENSG00000198075,1,1,5,3,2,1,0,6,4,1,0,4,5,1,3,38,3
ENSG00000198077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198081,11,11,10,20,10,41,59,3,30,26,25,36,57,13,82,26,47
ENSG00000198083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198087,163,61,233,316,34,39,71,47,187,80,57,48,61,52,61,88,63
ENSG00000198088,1,5,1,6,0,6,5,1,4,6,1,4,1,1,5,12,15
ENSG00000198089,239,121,225,214,168,208,276,252,185,217,223,636,267,223,392,961,258
ENSG00000198090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198092,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000198093,17,19,35,31,19,19,36,19,51,14,17,49,38,15,32,109,12
ENSG00000198099,0,1,2,3,1,1,3,0,2,0,1,5,2,3,5,4,2
ENSG00000198104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198105,10,4,12,15,2,5,13,5,13,5,11,8,19,8,19,22,15
ENSG00000198108,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0
ENSG00000198113,105,62,158,56,60,86,100,94,81,51,80,183,91,99,174,204,100
ENSG00000198121,20,5,15,6,4,12,14,1,13,6,13,19,20,5,15,56,10
ENSG00000198125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000198128,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
ENSG00000198129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198130,41,43,71,68,21,75,105,59,74,33,61,116,108,50,159,289,58
ENSG00000198131,160,61,265,244,121,71,192,151,154,188,114,100,241,62,150,256,111
ENSG00000198133,41,32,49,50,40,62,102,22,50,68,84,169,96,70,91,143,40
ENSG00000198134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
ENSG00000198142,7,2,13,1,1,1,3,0,4,3,2,4,4,3,3,13,2
ENSG00000198146,28,14,24,22,9,19,43,12,32,21,28,30,48,11,73,53,40
ENSG00000198153,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000198155,0,1,4,1,2,2,2,1,2,2,0,2,2,1,2,5,1
ENSG00000198156,3,1,5,15,1,3,3,1,11,2,3,2,2,5,3,22,1
ENSG00000198157,29,8,25,66,16,6,11,48,56,63,14,8,19,26,11,78,60
ENSG00000198160,110,86,135,140,47,98,176,65,131,101,125,193,174,70,265,177,152
ENSG00000198161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000198162,98,25,36,22,18,25,32,21,25,59,24,36,58,17,37,165,61
ENSG00000198168,98,21,137,58,21,23,39,24,79,21,20,42,34,14,70,58,38
ENSG00000198169,16,30,60,26,2,26,25,20,8,28,20,31,27,5,27,42,17
ENSG00000198171,227,142,365,136,170,143,245,265,208,157,183,287,219,148,362,859,152
ENSG00000198173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198176,2283,899,2016,3045,1187,1064,1699,1056,2200,1552,1606,679,1556,1262,1367,826,1358
ENSG00000198178,22,14,9,10,12,6,12,7,14,10,25,38,6,11,19,12,39
ENSG00000198182,7,12,11,3,2,4,11,2,5,6,9,7,18,3,23,16,8
ENSG00000198183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198185,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,3,0
ENSG00000198189,787,970,1009,776,439,635,1001,512,1346,613,534,1332,996,647,1389,1052,980
ENSG00000198198,50,33,56,128,51,27,98,94,44,92,57,155,56,65,68,201,47
ENSG00000198203,5,1,7,3,0,0,2,2,4,0,1,3,1,0,3,5,2
ENSG00000198205,5,3,4,0,2,5,6,1,1,4,7,6,8,2,9,6,5
ENSG00000198208,6,2,13,15,7,4,7,13,10,4,10,16,9,5,9,11,3
ENSG00000198211,4,1,3,1,0,3,1,2,1,1,2,0,0,2,1,8,2
ENSG00000198216,2,4,4,2,2,1,6,3,3,2,3,21,4,2,6,5,5
ENSG00000198217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198218,315,132,567,493,140,258,381,165,401,257,298,505,327,312,418,711,312
ENSG00000198223,270,231,260,294,249,287,443,686,365,559,338,1033,538,435,703,1277,594
ENSG00000198225,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
ENSG00000198231,192,106,270,251,102,106,249,127,268,203,271,349,396,108,358,490,222
ENSG00000198237,52,26,19,15,3,23,0,14,16,17,48,7,19,0,0,76,5
ENSG00000198242,6673,7763,9587,3545,3371,5147,7458,4458,5327,5447,6244,7023,6332,6996,8689,13278,4234
ENSG00000198246,1,6,6,15,8,4,14,6,7,3,8,15,14,6,14,81,7
ENSG00000198251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198252,32,37,48,28,7,37,53,8,40,20,39,66,41,28,55,53,32
ENSG00000198258,9888,4178,9830,5026,4927,4354,7005,4984,7530,5720,6390,1532,5552,4859,5370,4947,3822
ENSG00000198261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198265,25,11,54,73,34,36,58,27,63,40,32,74,52,22,61,60,57
ENSG00000198270,42,46,132,50,58,47,133,48,120,98,81,83,44,60,88,94,37
ENSG00000198271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198276,226,114,396,164,94,178,244,104,168,156,200,321,207,248,279,728,217
ENSG00000198277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198286,57,73,74,84,62,135,183,54,88,131,250,220,182,149,235,449,135
ENSG00000198298,9,9,21,10,3,8,18,5,17,2,41,12,12,7,16,34,3
ENSG00000198300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000198301,39,43,66,63,29,43,78,32,58,63,80,109,97,41,82,175,58
ENSG00000198307,7,1,10,6,5,1,11,14,12,6,8,15,1,17,8,5,14
ENSG00000198312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198315,29,15,49,96,10,34,45,20,52,38,34,49,53,24,44,74,47
ENSG00000198324,41,27,49,43,22,30,29,25,46,20,73,45,33,47,43,138,38
ENSG00000198326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198327,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198331,29,33,66,84,12,22,45,26,33,23,33,42,35,25,30,79,45
ENSG00000198336,32627,14561,27881,32722,38190,16049,19239,28127,19840,18888,18620,5111,16591,14120,13615,7160,10487
ENSG00000198342,1,1,3,1,1,1,2,4,2,1,1,4,1,1,4,4,1
ENSG00000198346,5,6,6,4,3,5,16,9,7,4,11,10,7,3,10,22,3
ENSG00000198353,34,0,87,0,0,0,0,0,0,0,4,1,0,0,0,2,0
ENSG00000198354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198355,611,313,1020,192,222,499,628,225,462,378,440,753,469,458,830,785,547
ENSG00000198356,642,376,987,1852,724,661,681,824,1510,747,657,624,536,673,666,1114,545
ENSG00000198363,88,13,167,27,18,25,49,28,36,33,13,54,39,16,72,150,51
ENSG00000198367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198369,30,5,27,5,3,4,5,7,12,6,2,4,8,3,13,25,9
ENSG00000198373,203,106,310,302,276,178,259,268,266,255,169,533,233,175,269,433,262
ENSG00000198380,7,7,19,5,4,4,19,3,26,8,3,20,10,4,6,45,6
ENSG00000198382,40,29,88,92,22,35,50,18,103,60,56,99,64,55,59,99,46
ENSG00000198384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198393,10,10,15,11,7,11,27,8,7,19,18,19,16,6,27,31,17
ENSG00000198398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198399,127,106,187,252,122,203,389,104,255,200,160,529,405,222,471,398,365
ENSG00000198400,2,1,4,2,3,6,3,6,3,9,3,2,10,2,3,22,3
ENSG00000198406,57,2,13,128,6,5,18,11,51,9,25,83,30,4,57,188,4
ENSG00000198408,555,248,724,1117,233,400,897,211,1110,465,623,1181,1019,379,1061,1036,986
ENSG00000198414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000198416,1,0,1,0,0,1,1,0,1,1,2,2,2,1,3,1,0
ENSG00000198417,19,42,28,92,81,70,96,99,47,28,98,366,104,94,117,378,21
ENSG00000198420,29,5,54,14,4,7,26,6,6,9,8,26,11,3,13,55,14
ENSG00000198429,3,12,4,4,2,5,8,7,5,12,10,7,9,5,18,10,6
ENSG00000198431,335,78,535,238,63,119,156,89,319,149,147,262,172,69,193,200,177
ENSG00000198435,22,9,29,38,8,3,8,11,98,5,5,2,3,5,9,49,21
ENSG00000198440,6,33,67,176,76,77,69,78,198,113,106,62,182,101,328,535,102
ENSG00000198443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198453,12,9,16,9,1,9,13,10,8,23,19,19,11,6,10,78,19
ENSG00000198455,9,7,12,5,2,10,14,2,9,8,12,15,13,5,15,24,9
ENSG00000198457,0,1,6,1,0,0,0,2,0,0,0,1,0,0,0,0,0
ENSG00000198464,34,34,77,44,14,16,39,83,71,23,79,50,43,50,54,132,28
ENSG00000198466,29,20,26,52,14,26,43,35,48,26,50,123,35,18,77,136,38
ENSG00000198467,1404,38,2564,31,79,26,49,68,40,80,46,58,65,54,99,832,77
ENSG00000198471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198478,23,17,17,10,7,17,12,11,20,9,6,42,26,17,21,101,12
ENSG00000198482,11,6,25,17,9,10,44,21,47,22,15,69,29,5,70,70,19
ENSG00000198483,2,0,5,0,2,0,2,1,0,1,0,1,0,0,1,3,0
ENSG00000198488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198492,152,83,225,100,50,104,189,76,132,98,112,185,172,95,152,288,107
ENSG00000198496,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,28,26
ENSG00000198498,58,53,132,35,22,25,59,24,38,21,50,46,43,39,50,170,29
ENSG00000198502,0,0,607,0,0,0,2,1202,0,0,0,2,0,733,0,0,0
ENSG00000198513,14,8,8,8,9,3,3,1,6,0,8,19,19,1,19,14,13
